UID        PID  PPID  C STIME TTY          TIME CMD
root      7528     2  0 13:13 ?        00:00:00 [kworker/u24:18]
root      7529     2  0 13:14 ?        00:00:00 [kworker/u24:19]
root      7530     2  0 13:14 ?        00:00:00 [kworker/u24:20]
root      7531     2  0 13:14 ?        00:00:00 [kworker/u24:21]
root      7532     2  0 13:14 ?        00:00:00 [kworker/u24:22]
root      7533     2  0 13:14 ?        00:00:00 [kworker/u24:23]
root      7534     2  0 13:14 ?        00:00:00 [kworker/u24:24]
root      7535     2  0 13:14 ?        00:00:00 [kworker/u24:25]
root      7536     2  0 13:14 ?        00:00:00 [kworker/u24:26]
root      7537     2  0 13:14 ?        00:00:00 [kworker/u24:27]
root      7538     2  0 13:14 ?        00:00:00 [kworker/u24:28]
root      7539     2  0 13:14 ?        00:00:00 [kworker/u24:29]
root      7540     2  0 13:14 ?        00:00:00 [kworker/u24:30]
root      7541     2  0 13:14 ?        00:00:00 [kworker/u24:31]
root      7543     2  0 13:14 ?        00:00:00 [kworker/u24:32]
root      7544     2  0 13:14 ?        00:00:00 [kworker/u24:33]
root      7545     2  0 13:14 ?        00:00:00 [kworker/u24:34]
root      7546     2  0 13:14 ?        00:00:00 [kworker/u24:35]
root      7547     2  0 13:14 ?        00:00:00 [kworker/u24:36]
root      7548     2  0 13:14 ?        00:00:00 [kworker/u24:37]
root      7549     2  0 13:14 ?        00:00:00 [kworker/u24:38]
root      7550     2  0 13:14 ?        00:00:00 [kworker/u24:39]
root      7551     2  0 13:14 ?        00:00:00 [kworker/u24:40]
root      7552     2  0 13:14 ?        00:00:00 [kworker/u24:41]
root      7553     2  0 13:14 ?        00:00:00 [kworker/0:3]
root      7556     2  0 13:14 ?        00:00:00 [kworker/6:3]
root      7642     2  0 13:14 ?        00:00:00 [kworker/11:0]
root      7902     2  0 13:14 ?        00:00:00 [kworker/8:0]
root      7973     2  0 13:39 ?        00:00:00 [kworker/u24:42]
root      7974     2  0 13:39 ?        00:00:00 [kworker/u24:43]
root      7975     2  0 13:39 ?        00:00:00 [kworker/u24:44]
root      7976     2  0 13:39 ?        00:00:00 [kworker/u24:45]
root      7977     2  0 13:39 ?        00:00:00 [kworker/u24:46]
root      7978     2  0 13:39 ?        00:00:00 [kworker/u24:47]
root      7979     2  0 13:39 ?        00:00:00 [kworker/u24:48]
root      7980     2  0 13:39 ?        00:00:00 [kworker/u24:49]
root      7981     2  0 13:39 ?        00:00:00 [kworker/u24:50]
root      7982     2  0 13:39 ?        00:00:00 [kworker/u24:51]
root      7983     2  0 13:39 ?        00:00:00 [irq/126-mei_me]
root      7984     2  0 13:39 ?        00:00:00 [kworker/u24:52]
root      7985     2  0 13:39 ?        00:00:00 [kworker/u24:53]
root      7986     2  0 13:39 ?        00:00:00 [kworker/2:3]
root      7988     2  0 13:39 ?        00:00:00 [kworker/3:3]
root      7989     2  0 13:39 ?        00:00:00 [kworker/3:4]
root      8136  1123  0 13:39 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /var/run/dhclient-wlo1.pid -lf /var/lib/NetworkManager/dhclient-66c9010c-719e-4b0e-86ee-22bc1539e8e1-wlo1.lease -cf /var/lib/NetworkManager/dhclient-wlo1.conf wlo1
root      8382  2016  0 13:39 ?        00:00:00 /usr/sbin/smbd -D
root      8396     2  0 13:39 ?        00:00:00 [kworker/8:3]
park      8460  3561  0 13:42 pts/19   00:00:00 ps -ef
